id,first_name,last_name,age
6791,Anastasia,Nieminen,30
6792,Alina,Korhonen,23
6793,Anastasia,Lehtinen,95
6794,Anatoly,Mäkelä,40
6795,Daniil,Järvinen,71
6796,Leonid,Lehtinen,50
6797,Alexei,Heikkinen,49
6798,Boris,Hämäläinen,56
6799,Anatoly,Järvinen,73
6800,Ekaterina,Hämäläinen,52
6801,Ekaterina,Lehtinen,62
6802,Sofia,Nieminen,35
6803,Maria,Lehtonen,96
6804,Maria,Heikkinen,28
6805,Sofia,Hämäläinen,60
6806,Aleksandr,Heikkinen,95
6807,Maria,Lehtinen,27
6808,Igor,Virtanen,88
6809,Igor,Lehtonen,54
6810,Anya,Mäkinen,41
6811,Anastasia,Koskinen,46
6812,Anatoly,Lehtinen,89
6813,Dmitri,Heikkinen,49
6814,Sofia,Mäkinen,81
6815,Anastasia,Mäkinen,31
6816,Alexei,Hämäläinen,44
6817,Igor,Mäkinen,77
6818,Anastasia,Korhonen,39
6819,Maria,Järvinen,67
6820,Sofia,Koskinen,87
6821,Sofia,Laine,51
6822,Anastasia,Virtanen,99
6823,Anya,Mäkinen,38
6824,Igor,Nieminen,59
6825,Boris,Heikkinen,58
6826,Alexei,Hämäläinen,91
6827,Nikita,Järvinen,89
6828,Anastasia,Nieminen,49
6829,Igor,Korhonen,23
6830,Boris,Koskinen,95
6831,Sofia,Mäkelä,21
6832,Sofia,Koskinen,33
6833,Anya,Heikkinen,78
6834,Alina,Heikkinen,98
6835,Alexei,Heikkinen,45
6836,Anastasia,Lehtinen,20
6837,Daniil,Laine,47
6838,Leonid,Lehtonen,90
6839,Anatoly,Hämäläinen,45
6840,Dmitri,Korhonen,83
6841,Alexei,Järvinen,35
6842,Daniil,Hämäläinen,52
6843,Boris,Mäkelä,59
6844,Sofia,Korhonen,64
6845,Boris,Lehtonen,51
6846,Ekaterina,Lehtonen,72
6847,Anatoly,Laine,91
6848,Anya,Lehtonen,61
6849,Anastasia,Laine,36
6850,Ekaterina,Virtanen,90
6851,Anatoly,Hämäläinen,77
6852,Ekaterina,Lehtinen,37
6853,Anastasia,Virtanen,59
6854,Aleksandr,Mäkelä,61
6855,Alina,Mäkinen,46
6856,Dmitri,Virtanen,70
6857,Leonid,Laine,26
6858,Anya,Mäkelä,61
6859,Maria,Lehtonen,61
6860,Anastasia,Järvinen,98
6861,Anatoly,Mäkelä,37
6862,Leonid,Mäkelä,90
6863,Alina,Mäkelä,78
6864,Daniil,Nieminen,88
6865,Sofia,Nieminen,89
6866,Alexei,Mäkinen,39
6867,Sofia,Nieminen,82
6868,Dmitri,Koskinen,68
6869,Maria,Nieminen,32
6870,Anya,Korhonen,81
6871,Daniil,Nieminen,57
6872,Ekaterina,Järvinen,71
6873,Maria,Virtanen,48
6874,Leonid,Mäkinen,25
6875,Alina,Virtanen,31
6876,Dmitri,Korhonen,87
6877,Nikita,Korhonen,89
6878,Maria,Koskinen,21
6879,Anatoly,Laine,66
6880,Boris,Heikkinen,21
6881,Ekaterina,Mäkelä,27
6882,Sofia,Lehtonen,55
6883,Anastasia,Heikkinen,77
6884,Dmitri,Hämäläinen,73
6885,Alina,Nieminen,68
6886,Nikita,Virtanen,50
6887,Anya,Koskinen,93
6888,Maria,Koskinen,47
6889,Igor,Nieminen,40
6890,Ekaterina,Lehtinen,34
6891,Igor,Mäkinen,69
6892,Sofia,Lehtinen,37
6893,Ekaterina,Järvinen,63
6894,Aleksandr,Mäkelä,24
6895,Boris,Hämäläinen,82
6896,Boris,Mäkelä,37
6897,Aleksandr,Järvinen,41
6898,Anatoly,Heikkinen,44
6899,Sofia,Korhonen,65
6900,Anya,Järvinen,60
6901,Aleksandr,Mäkelä,84
6902,Sofia,Korhonen,42
6903,Alina,Virtanen,94
6904,Igor,Koskinen,59
6905,Sofia,Koskinen,22
6906,Igor,Hämäläinen,71
6907,Anastasia,Korhonen,96
6908,Leonid,Järvinen,58
6909,Maria,Koskinen,31
6910,Daniil,Nieminen,25
6911,Dmitri,Koskinen,64
6912,Anatoly,Hämäläinen,82
6913,Dmitri,Järvinen,71
6914,Leonid,Laine,66
6915,Leonid,Hämäläinen,20
6916,Anatoly,Hämäläinen,81
6917,Igor,Laine,95
6918,Nikita,Lehtinen,44
6919,Sofia,Heikkinen,23
6920,Ekaterina,Lehtonen,87
6921,Nikita,Lehtinen,70
6922,Daniil,Korhonen,95
6923,Daniil,Virtanen,25
6924,Dmitri,Korhonen,56
6925,Anatoly,Virtanen,60
6926,Boris,Järvinen,83
6927,Igor,Lehtonen,51
6928,Anya,Heikkinen,86
6929,Nikita,Mäkelä,29
6930,Ekaterina,Korhonen,23
6931,Anastasia,Virtanen,28
6932,Anya,Heikkinen,36
6933,Boris,Lehtonen,95
6934,Boris,Lehtinen,34
6935,Leonid,Lehtonen,74
6936,Anya,Virtanen,88
6937,Leonid,Mäkelä,38
6938,Ekaterina,Korhonen,79
6939,Alexei,Laine,39
6940,Nikita,Virtanen,69
6941,Alexei,Lehtinen,65
6942,Nikita,Laine,45
6943,Maria,Mäkinen,18
6944,Anastasia,Nieminen,33
6945,Dmitri,Korhonen,93
6946,Igor,Hämäläinen,43
6947,Anatoly,Lehtinen,26
6948,Anya,Heikkinen,88
6949,Anatoly,Virtanen,47
6950,Anatoly,Nieminen,45
6951,Boris,Nieminen,60
6952,Anastasia,Koskinen,72
6953,Nikita,Laine,83
6954,Anastasia,Heikkinen,32
6955,Igor,Lehtonen,64
6956,Anastasia,Mäkelä,51
6957,Anatoly,Korhonen,26
6958,Maria,Koskinen,51
6959,Anastasia,Hämäläinen,90
6960,Sofia,Mäkelä,55
6961,Aleksandr,Lehtonen,94
6962,Maria,Mäkinen,34
6963,Anatoly,Lehtinen,53
6964,Anastasia,Heikkinen,52
6965,Leonid,Virtanen,18
6966,Igor,Mäkinen,56
6967,Ekaterina,Lehtonen,71
6968,Ekaterina,Nieminen,77
6969,Anastasia,Nieminen,66
6970,Anastasia,Korhonen,24
6971,Anatoly,Korhonen,35
6972,Nikita,Heikkinen,94
6973,Daniil,Mäkelä,81
6974,Ekaterina,Koskinen,89
6975,Maria,Korhonen,97
6976,Sofia,Lehtonen,72
6977,Boris,Hämäläinen,27
6978,Anya,Koskinen,39
6979,Anastasia,Heikkinen,72
6980,Daniil,Heikkinen,54
6981,Igor,Heikkinen,84
6982,Alina,Heikkinen,51
6983,Anya,Koskinen,69
6984,Maria,Heikkinen,54
6985,Anastasia,Korhonen,71
6986,Anatoly,Heikkinen,27
6987,Nikita,Hämäläinen,52
6988,Ekaterina,Mäkelä,96
6989,Daniil,Hämäläinen,55
6990,Leonid,Heikkinen,47
6991,Igor,Heikkinen,68
6992,Maria,Mäkelä,53
6993,Igor,Hämäläinen,50
6994,Anya,Lehtinen,42
6995,Aleksandr,Heikkinen,54
6996,Anatoly,Nieminen,25
6997,Anya,Laine,64
6998,Alina,Hämäläinen,29
6999,Maria,Mäkelä,73
7000,Dmitri,Korhonen,32
7001,Maria,Laine,87
7002,Ekaterina,Korhonen,26
7003,Alexei,Virtanen,26
7004,Alexei,Mäkinen,98
7005,Anastasia,Hämäläinen,40
7006,Nikita,Mäkinen,26
7007,Dmitri,Heikkinen,19
7008,Boris,Mäkinen,98
7009,Nikita,Hämäläinen,63
7010,Nikita,Laine,75
7011,Anastasia,Nieminen,54
7012,Nikita,Nieminen,86
7013,Leonid,Virtanen,55
7014,Daniil,Järvinen,25
7015,Boris,Virtanen,49
7016,Igor,Nieminen,83
7017,Aleksandr,Mäkelä,44
7018,Leonid,Hämäläinen,46
7019,Dmitri,Laine,45
7020,Dmitri,Lehtinen,92
7021,Igor,Hämäläinen,89
7022,Nikita,Mäkelä,29
7023,Anya,Nieminen,57
7024,Aleksandr,Nieminen,21
7025,Maria,Heikkinen,47
7026,Alina,Koskinen,41
7027,Daniil,Virtanen,93
7028,Alexei,Heikkinen,71
7029,Ekaterina,Laine,77
7030,Boris,Järvinen,20
7031,Maria,Mäkinen,30
7032,Anatoly,Lehtonen,69
7033,Aleksandr,Hämäläinen,30
7034,Maria,Mäkinen,47
7035,Dmitri,Laine,54
7036,Maria,Mäkinen,78
7037,Aleksandr,Mäkinen,95
7038,Daniil,Nieminen,20
7039,Anya,Lehtinen,22
7040,Anatoly,Lehtonen,38
7041,Maria,Koskinen,46
7042,Dmitri,Koskinen,64
7043,Nikita,Hämäläinen,95
7044,Daniil,Mäkelä,74
7045,Daniil,Mäkelä,89
7046,Boris,Nieminen,83
7047,Alexei,Nieminen,81
7048,Nikita,Nieminen,68
7049,Ekaterina,Koskinen,42
7050,Daniil,Lehtonen,41
7051,Igor,Virtanen,93
7052,Leonid,Järvinen,81
7053,Igor,Koskinen,83
7054,Anatoly,Mäkinen,65
7055,Anatoly,Korhonen,64
7056,Anatoly,Virtanen,97
7057,Dmitri,Lehtonen,85
7058,Alexei,Mäkelä,47
7059,Alexei,Virtanen,21
7060,Dmitri,Nieminen,31
7061,Alina,Lehtinen,63
7062,Aleksandr,Mäkelä,59
7063,Igor,Järvinen,47
7064,Daniil,Mäkinen,20
7065,Aleksandr,Mäkinen,23
7066,Leonid,Lehtonen,25
7067,Anya,Lehtonen,90
7068,Leonid,Nieminen,91
7069,Nikita,Virtanen,44
7070,Nikita,Lehtinen,97
7071,Leonid,Heikkinen,31
7072,Boris,Järvinen,68
7073,Alina,Mäkelä,21
7074,Maria,Heikkinen,85
7075,Alina,Virtanen,47
7076,Sofia,Hämäläinen,88
7077,Igor,Hämäläinen,70
7078,Sofia,Laine,27
7079,Anya,Järvinen,21
7080,Sofia,Korhonen,21
7081,Boris,Koskinen,97
7082,Igor,Lehtinen,23
7083,Boris,Lehtonen,23
7084,Aleksandr,Laine,84
7085,Maria,Lehtinen,21
7086,Aleksandr,Korhonen,76
7087,Alina,Koskinen,50
7088,Ekaterina,Lehtonen,75
7089,Leonid,Järvinen,32
7090,Maria,Mäkinen,77
7091,Anastasia,Laine,92
7092,Sofia,Heikkinen,21
7093,Alexei,Virtanen,58
7094,Leonid,Koskinen,93
7095,Maria,Mäkelä,84
7096,Igor,Nieminen,87
7097,Anastasia,Korhonen,33
7098,Anastasia,Virtanen,86
7099,Anatoly,Lehtinen,36
7100,Sofia,Mäkelä,57
7101,Anastasia,Heikkinen,28
7102,Alina,Koskinen,55
7103,Sofia,Nieminen,18
7104,Alexei,Hämäläinen,77
7105,Dmitri,Virtanen,41
7106,Anya,Hämäläinen,42
7107,Boris,Heikkinen,37
7108,Ekaterina,Hämäläinen,64
7109,Anastasia,Järvinen,50
7110,Dmitri,Lehtonen,62
7111,Igor,Heikkinen,35
7112,Maria,Korhonen,89
7113,Anastasia,Mäkinen,71
7114,Nikita,Korhonen,37
7115,Leonid,Heikkinen,67
7116,Anastasia,Lehtinen,46
7117,Alexei,Virtanen,92
7118,Nikita,Korhonen,64
7119,Igor,Hämäläinen,43
7120,Alina,Lehtonen,61
7121,Anatoly,Laine,73
7122,Ekaterina,Virtanen,57
7123,Igor,Korhonen,87
7124,Nikita,Mäkelä,95
7125,Boris,Korhonen,41
7126,Daniil,Lehtinen,87
7127,Anastasia,Mäkinen,25
7128,Anatoly,Lehtinen,23
7129,Maria,Nieminen,51
7130,Ekaterina,Nieminen,82
7131,Alexei,Hämäläinen,97
7132,Boris,Mäkinen,68
7133,Nikita,Koskinen,35
7134,Leonid,Mäkelä,34
7135,Leonid,Lehtonen,44
7136,Maria,Hämäläinen,46
7137,Daniil,Virtanen,20
7138,Dmitri,Järvinen,58
7139,Anya,Koskinen,18
7140,Maria,Laine,93
7141,Leonid,Virtanen,27
7142,Aleksandr,Laine,90
7143,Aleksandr,Lehtinen,66
7144,Leonid,Mäkelä,28
7145,Maria,Hämäläinen,73
7146,Alexei,Mäkinen,96
7147,Alexei,Lehtinen,34
7148,Anatoly,Järvinen,70
7149,Ekaterina,Hämäläinen,30
7150,Igor,Mäkelä,72
7151,Ekaterina,Mäkelä,93
7152,Alina,Virtanen,80
7153,Nikita,Hämäläinen,89
7154,Dmitri,Lehtinen,50
7155,Boris,Korhonen,52
7156,Boris,Heikkinen,77
7157,Daniil,Heikkinen,94
7158,Sofia,Nieminen,48
7159,Anatoly,Virtanen,26
7160,Daniil,Koskinen,51
7161,Igor,Järvinen,83
7162,Anastasia,Mäkinen,36
7163,Dmitri,Laine,44
7164,Boris,Lehtinen,60
7165,Sofia,Heikkinen,84
7166,Igor,Nieminen,49
7167,Sofia,Koskinen,73
7168,Sofia,Virtanen,90
7169,Boris,Järvinen,63
7170,Anastasia,Mäkelä,71
7171,Igor,Laine,24
7172,Igor,Laine,47
7173,Ekaterina,Korhonen,94
7174,Alexei,Laine,66
7175,Anya,Lehtinen,76
7176,Aleksandr,Mäkelä,75
7177,Alina,Nieminen,58
7178,Boris,Korhonen,29
7179,Boris,Lehtinen,31
7180,Igor,Mäkinen,80
7181,Aleksandr,Hämäläinen,87
7182,Igor,Hämäläinen,75
7183,Anatoly,Lehtinen,82
7184,Sofia,Laine,33
7185,Anya,Koskinen,98
7186,Ekaterina,Korhonen,50
7187,Daniil,Mäkelä,92
7188,Anatoly,Koskinen,35
7189,Anya,Lehtinen,19
7190,Igor,Mäkinen,82
7191,Ekaterina,Korhonen,46
7192,Leonid,Korhonen,51
7193,Anastasia,Laine,26
7194,Maria,Järvinen,53
7195,Dmitri,Mäkelä,69
7196,Sofia,Lehtinen,63
7197,Aleksandr,Mäkelä,94
7198,Sofia,Lehtonen,45
7199,Sofia,Mäkelä,95
7200,Aleksandr,Virtanen,20
7201,Ekaterina,Heikkinen,73
7202,Anatoly,Mäkinen,71
7203,Anastasia,Laine,71
7204,Boris,Lehtonen,63
7205,Igor,Lehtinen,99
7206,Boris,Mäkelä,81
7207,Igor,Laine,99
7208,Igor,Korhonen,76
7209,Anatoly,Lehtonen,89
7210,Sofia,Hämäläinen,33
7211,Dmitri,Lehtinen,27
7212,Anya,Koskinen,65
7213,Nikita,Korhonen,35
7214,Aleksandr,Laine,24
7215,Aleksandr,Heikkinen,20
7216,Aleksandr,Lehtinen,42
7217,Anya,Hämäläinen,59
7218,Leonid,Korhonen,81
7219,Boris,Järvinen,30
7220,Igor,Lehtinen,67
7221,Anatoly,Heikkinen,25
7222,Nikita,Laine,98
7223,Sofia,Järvinen,82
7224,Daniil,Virtanen,21
7225,Anatoly,Korhonen,34
7226,Aleksandr,Hämäläinen,30
7227,Nikita,Koskinen,92
7228,Alexei,Nieminen,90
7229,Sofia,Lehtinen,91
7230,Sofia,Laine,35
7231,Maria,Hämäläinen,39
7232,Aleksandr,Virtanen,83
7233,Alina,Nieminen,63
7234,Anatoly,Koskinen,98
7235,Anastasia,Lehtinen,42
7236,Boris,Järvinen,34
7237,Anya,Heikkinen,22
7238,Nikita,Järvinen,75
7239,Leonid,Laine,23
7240,Alexei,Lehtinen,59
7241,Maria,Virtanen,59
7242,Boris,Järvinen,93
7243,Alexei,Mäkinen,38
7244,Nikita,Nieminen,40
7245,Aleksandr,Hämäläinen,38
7246,Nikita,Heikkinen,93
7247,Anastasia,Virtanen,59
7248,Nikita,Lehtinen,42
7249,Maria,Korhonen,95
7250,Igor,Laine,34
7251,Maria,Mäkelä,54
7252,Dmitri,Heikkinen,33
7253,Nikita,Koskinen,36
7254,Igor,Lehtinen,30
7255,Leonid,Koskinen,20
7256,Sofia,Järvinen,21
7257,Maria,Nieminen,48
7258,Sofia,Mäkelä,51
7259,Maria,Järvinen,80
7260,Boris,Mäkelä,33
7261,Igor,Mäkelä,46
7262,Alexei,Järvinen,82
7263,Dmitri,Korhonen,38
7264,Anya,Nieminen,77
7265,Anya,Nieminen,96
7266,Daniil,Lehtinen,79
7267,Anastasia,Nieminen,53
7268,Dmitri,Virtanen,38
7269,Ekaterina,Laine,87
7270,Sofia,Laine,66
7271,Anastasia,Lehtinen,47
7272,Anya,Virtanen,73
7273,Anastasia,Korhonen,46
7274,Alina,Hämäläinen,76
7275,Igor,Virtanen,75
7276,Anya,Laine,79
7277,Nikita,Hämäläinen,60
7278,Boris,Virtanen,34
7279,Aleksandr,Nieminen,32
7280,Alexei,Heikkinen,50
7281,Igor,Järvinen,35
7282,Daniil,Lehtinen,21
7283,Alexei,Virtanen,83
7284,Daniil,Nieminen,28
7285,Igor,Lehtonen,70
7286,Sofia,Koskinen,29
7287,Leonid,Nieminen,97
7288,Aleksandr,Laine,59
7289,Leonid,Laine,92
7290,Maria,Nieminen,93
7291,Dmitri,Lehtonen,25
7292,Nikita,Mäkinen,83
7293,Anatoly,Laine,42
7294,Alexei,Lehtonen,43
7295,Alexei,Heikkinen,36
7296,Boris,Mäkinen,47
7297,Leonid,Korhonen,46
7298,Leonid,Mäkelä,40
7299,Anatoly,Heikkinen,62
7300,Nikita,Lehtinen,60
7301,Anastasia,Mäkinen,29
7302,Alexei,Laine,44
7303,Anatoly,Järvinen,51
7304,Aleksandr,Korhonen,55
7305,Alina,Lehtonen,33
7306,Anya,Heikkinen,91
7307,Aleksandr,Koskinen,43
7308,Igor,Hämäläinen,30
7309,Nikita,Lehtonen,96
7310,Sofia,Koskinen,65
7311,Boris,Heikkinen,34
7312,Alexei,Lehtinen,36
7313,Ekaterina,Lehtonen,18
7314,Alexei,Järvinen,29
7315,Maria,Korhonen,71
7316,Leonid,Korhonen,47
7317,Boris,Mäkelä,52
7318,Anastasia,Lehtinen,91
7319,Leonid,Virtanen,68
7320,Alexei,Virtanen,18
7321,Igor,Korhonen,79
7322,Alexei,Virtanen,39
7323,Boris,Heikkinen,30
7324,Anatoly,Järvinen,67
7325,Anya,Lehtinen,22
7326,Daniil,Korhonen,57
7327,Alexei,Nieminen,99
7328,Anatoly,Mäkelä,29
7329,Alina,Korhonen,75
7330,Anastasia,Korhonen,55
7331,Alexei,Heikkinen,57
7332,Anastasia,Laine,83
7333,Boris,Nieminen,18
7334,Boris,Hämäläinen,28
7335,Alina,Mäkinen,61
7336,Alina,Nieminen,50
7337,Dmitri,Virtanen,66
7338,Sofia,Korhonen,87
7339,Boris,Hämäläinen,69
7340,Leonid,Laine,78
7341,Dmitri,Heikkinen,32
7342,Leonid,Lehtonen,91
7343,Boris,Järvinen,18
7344,Maria,Virtanen,50
7345,Nikita,Lehtonen,41
7346,Anatoly,Hämäläinen,53
7347,Boris,Järvinen,83
7348,Aleksandr,Lehtinen,79
7349,Alexei,Nieminen,21
7350,Ekaterina,Mäkelä,52
7351,Leonid,Laine,24
7352,Ekaterina,Korhonen,83
7353,Daniil,Mäkelä,38
7354,Anya,Korhonen,69
7355,Leonid,Järvinen,61
7356,Aleksandr,Lehtinen,75
7357,Igor,Nieminen,75
7358,Daniil,Mäkinen,18
7359,Alexei,Lehtinen,50
7360,Igor,Mäkinen,78
7361,Boris,Hämäläinen,72
7362,Dmitri,Virtanen,67
7363,Anya,Virtanen,36
7364,Dmitri,Koskinen,83
7365,Anya,Nieminen,37
7366,Anatoly,Mäkinen,83
7367,Ekaterina,Laine,28
7368,Alina,Mäkinen,96
7369,Daniil,Nieminen,93
7370,Ekaterina,Korhonen,76
7371,Aleksandr,Laine,97
7372,Sofia,Heikkinen,52
7373,Alina,Lehtonen,32
7374,Maria,Laine,47
7375,Sofia,Nieminen,88
7376,Alexei,Hämäläinen,24
7377,Nikita,Mäkinen,90
7378,Boris,Järvinen,60
7379,Igor,Koskinen,67
7380,Alexei,Nieminen,94
7381,Nikita,Mäkinen,95
7382,Leonid,Mäkelä,90
7383,Anya,Koskinen,25
7384,Alexei,Laine,63
7385,Sofia,Koskinen,96
7386,Nikita,Heikkinen,66
7387,Nikita,Hämäläinen,33
7388,Daniil,Heikkinen,64
7389,Igor,Mäkelä,49
7390,Sofia,Nieminen,21
7391,Ekaterina,Virtanen,57
7392,Aleksandr,Korhonen,65
7393,Igor,Nieminen,22
7394,Maria,Järvinen,37
7395,Alexei,Hämäläinen,98
7396,Daniil,Virtanen,98
7397,Anya,Järvinen,58
7398,Anatoly,Virtanen,79
7399,Alexei,Koskinen,64
7400,Aleksandr,Laine,89
7401,Boris,Mäkelä,47
7402,Boris,Mäkelä,41
7403,Alexei,Korhonen,88
7404,Daniil,Laine,33
7405,Anastasia,Mäkelä,18
7406,Alina,Korhonen,61
7407,Alina,Lehtonen,47
7408,Alina,Nieminen,73
7409,Leonid,Koskinen,18
7410,Anya,Heikkinen,38
7411,Maria,Hämäläinen,96
7412,Alexei,Nieminen,91
7413,Igor,Koskinen,60
7414,Nikita,Mäkelä,85
7415,Maria,Mäkelä,48
7416,Boris,Heikkinen,86
7417,Alina,Korhonen,95
7418,Igor,Lehtonen,40
7419,Dmitri,Mäkinen,99
7420,Boris,Laine,77
7421,Leonid,Hämäläinen,93
7422,Ekaterina,Laine,86
7423,Alexei,Mäkelä,59
7424,Igor,Mäkinen,55
7425,Maria,Mäkelä,27
7426,Leonid,Hämäläinen,53
7427,Alexei,Nieminen,87
7428,Maria,Nieminen,84
7429,Anastasia,Järvinen,24
7430,Igor,Nieminen,61
7431,Maria,Heikkinen,78
7432,Daniil,Lehtonen,80
7433,Leonid,Nieminen,70
7434,Maria,Järvinen,40
7435,Ekaterina,Korhonen,88
7436,Maria,Heikkinen,80
7437,Nikita,Nieminen,88
7438,Aleksandr,Lehtinen,47
7439,Anastasia,Virtanen,62
7440,Sofia,Järvinen,70
7441,Dmitri,Järvinen,72
7442,Boris,Virtanen,70
7443,Dmitri,Virtanen,50
7444,Igor,Korhonen,36
7445,Leonid,Lehtonen,77
7446,Boris,Mäkelä,39
7447,Anatoly,Heikkinen,56
7448,Alexei,Korhonen,88
7449,Dmitri,Korhonen,38
7450,Alina,Heikkinen,88
7451,Sofia,Mäkinen,59
7452,Aleksandr,Mäkinen,69
7453,Aleksandr,Hämäläinen,80
7454,Alexei,Lehtinen,46
7455,Sofia,Lehtinen,35
7456,Anya,Mäkelä,95
7457,Sofia,Järvinen,38
7458,Anatoly,Järvinen,71
7459,Dmitri,Virtanen,82
7460,Sofia,Nieminen,20
7461,Dmitri,Nieminen,70
7462,Anatoly,Mäkinen,37
7463,Maria,Mäkelä,22
7464,Aleksandr,Lehtonen,81
7465,Igor,Heikkinen,62
7466,Daniil,Lehtonen,19
7467,Alexei,Laine,63
7468,Anatoly,Mäkinen,90
7469,Igor,Järvinen,40
7470,Daniil,Lehtonen,86
7471,Nikita,Lehtinen,80
7472,Maria,Lehtonen,95
7473,Anatoly,Heikkinen,51
7474,Leonid,Nieminen,54
7475,Alexei,Mäkelä,28
7476,Anatoly,Hämäläinen,46
7477,Ekaterina,Laine,70
7478,Nikita,Mäkelä,28
7479,Alina,Lehtinen,90
7480,Maria,Mäkelä,51
7481,Aleksandr,Hämäläinen,27
7482,Daniil,Korhonen,53
7483,Leonid,Hämäläinen,88
7484,Boris,Mäkinen,37
7485,Boris,Mäkelä,34
7486,Alexei,Hämäläinen,36
7487,Alexei,Mäkinen,79
7488,Boris,Mäkinen,48
7489,Nikita,Hämäläinen,41
7490,Leonid,Korhonen,18
7491,Daniil,Mäkelä,47
7492,Ekaterina,Korhonen,75
7493,Aleksandr,Lehtinen,83
7494,Maria,Koskinen,91
7495,Boris,Laine,75
7496,Dmitri,Koskinen,51
7497,Nikita,Järvinen,24
7498,Alexei,Virtanen,22
7499,Alina,Nieminen,78
7500,Leonid,Virtanen,86
7501,Alexei,Hämäläinen,84
7502,Anya,Korhonen,67
7503,Aleksandr,Lehtonen,79
7504,Maria,Koskinen,24
7505,Alexei,Järvinen,82
7506,Dmitri,Laine,82
7507,Ekaterina,Virtanen,57
7508,Nikita,Nieminen,25
7509,Nikita,Mäkelä,20
7510,Aleksandr,Mäkelä,46
7511,Ekaterina,Laine,78
7512,Anastasia,Järvinen,21
7513,Alina,Hämäläinen,54
7514,Dmitri,Lehtinen,25
7515,Ekaterina,Mäkelä,63
7516,Aleksandr,Lehtonen,93
7517,Anatoly,Laine,67
7518,Boris,Virtanen,96
7519,Anatoly,Laine,73
7520,Anatoly,Koskinen,60
7521,Anya,Virtanen,62
7522,Daniil,Koskinen,42
7523,Ekaterina,Heikkinen,97
7524,Daniil,Järvinen,27
7525,Anastasia,Mäkelä,46
7526,Anya,Laine,93
7527,Igor,Korhonen,68
7528,Igor,Koskinen,49
7529,Alexei,Laine,27
7530,Dmitri,Heikkinen,71
7531,Anatoly,Koskinen,81
7532,Leonid,Heikkinen,67
7533,Anya,Virtanen,32
7534,Daniil,Korhonen,60
7535,Sofia,Nieminen,91
7536,Nikita,Mäkelä,92
7537,Dmitri,Lehtinen,95
7538,Dmitri,Nieminen,60
7539,Aleksandr,Lehtonen,50
7540,Daniil,Korhonen,77
7541,Anatoly,Heikkinen,56
7542,Leonid,Koskinen,76
7543,Anatoly,Mäkinen,75
7544,Boris,Hämäläinen,57
7545,Sofia,Lehtonen,35
7546,Alina,Lehtonen,30
7547,Boris,Mäkelä,34
7548,Leonid,Lehtonen,70
7549,Aleksandr,Korhonen,78
7550,Anya,Koskinen,35
7551,Alina,Järvinen,56
7552,Ekaterina,Heikkinen,36
7553,Anatoly,Järvinen,27
7554,Anastasia,Lehtonen,29
7555,Dmitri,Lehtinen,91
7556,Anastasia,Järvinen,59
7557,Anya,Heikkinen,78
7558,Leonid,Laine,47
7559,Anastasia,Heikkinen,94
7560,Sofia,Lehtinen,77
7561,Daniil,Nieminen,42
7562,Sofia,Virtanen,19
7563,Maria,Virtanen,66
7564,Aleksandr,Järvinen,57
7565,Aleksandr,Järvinen,81
7566,Sofia,Lehtonen,46
7567,Igor,Virtanen,47
7568,Alexei,Hämäläinen,67
7569,Alina,Virtanen,73
7570,Maria,Virtanen,28
7571,Maria,Koskinen,23
7572,Anastasia,Korhonen,57
7573,Sofia,Järvinen,31
7574,Maria,Mäkinen,29
7575,Anastasia,Hämäläinen,38
7576,Boris,Hämäläinen,60
7577,Anya,Lehtonen,54
7578,Anya,Järvinen,51
7579,Dmitri,Virtanen,52
7580,Anastasia,Järvinen,56
7581,Nikita,Virtanen,48
7582,Nikita,Koskinen,75
7583,Dmitri,Koskinen,62
7584,Anya,Korhonen,42
7585,Igor,Laine,28
7586,Anatoly,Lehtinen,87
7587,Daniil,Mäkelä,23
7588,Aleksandr,Lehtonen,30
7589,Anastasia,Mäkinen,43
7590,Alina,Hämäläinen,98
7591,Maria,Mäkelä,19
7592,Maria,Heikkinen,96
7593,Alexei,Järvinen,82
7594,Sofia,Mäkelä,99
7595,Leonid,Virtanen,27
7596,Ekaterina,Lehtinen,76
7597,Anya,Heikkinen,89
7598,Nikita,Laine,82
7599,Anatoly,Lehtonen,28
7600,Anya,Koskinen,47
7601,Nikita,Korhonen,95
7602,Nikita,Nieminen,38
7603,Igor,Lehtonen,85
7604,Anatoly,Virtanen,44
7605,Leonid,Lehtonen,28
7606,Daniil,Virtanen,68
7607,Sofia,Järvinen,75
7608,Aleksandr,Koskinen,82
7609,Anya,Korhonen,35
7610,Aleksandr,Mäkelä,94
7611,Anastasia,Laine,20
7612,Alina,Virtanen,49
7613,Leonid,Koskinen,75
7614,Daniil,Heikkinen,56
7615,Nikita,Koskinen,43
7616,Leonid,Virtanen,35
7617,Daniil,Nieminen,38
7618,Daniil,Mäkinen,74
7619,Nikita,Koskinen,54
7620,Ekaterina,Koskinen,58
7621,Alina,Virtanen,57
7622,Anatoly,Järvinen,49
7623,Alexei,Hämäläinen,68
7624,Anastasia,Järvinen,82
7625,Ekaterina,Hämäläinen,44
7626,Igor,Hämäläinen,24
7627,Aleksandr,Heikkinen,86
7628,Anatoly,Heikkinen,22
7629,Nikita,Korhonen,61
7630,Anya,Korhonen,88
7631,Dmitri,Lehtonen,48
7632,Anatoly,Nieminen,32
7633,Anatoly,Korhonen,46
7634,Daniil,Nieminen,66
7635,Boris,Koskinen,33
7636,Boris,Nieminen,61
